"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Sub-Saharan Africa (developing only)","SSA","Land under cereal production (hectares)","AG.LND.CREL.HA","","47335897","48441081","49420633","49538226","51220507","49500401","52872862","51756730","57272078","55332437","55634376","52572730","54488336","54893702","52397483","55622372","53220988","52174423","50530602","52748359","51514402","51426325","52923787","55228714","60776429","65248291","63567932","69528398","68882753","67009637","71230925","73125898","74231067","80382414","77744237","79556965","81373833","80297721","77751486","77204265","78697911","80005209","87490759","82619726","93421323","89990019","89929526","95452621","90408156","94715297","98310871.43","92416006","",
"South Sudan","SSD","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Land under cereal production (hectares)","AG.LND.CREL.HA","","47335897","48441081","49420633","49538226","51220507","49500401","52872862","51756730","57272078","55332437","55634376","52572730","54488336","54893702","52397483","55622372","53220988","52174423","50530602","52748359","51514402","51426325","52923787","55228714","60776429","65248291","63567932","69528398","68882753","67009637","71230925","73125898","74231067","80382414","77744237","79556965","81373833","80297721","77751486","77204265","78697911","80005209","87490759","82619726","93421323","89990019","89929526","95452621","90408156","94715297","98310871.43","92416006","",
"Small states","SST","Land under cereal production (hectares)","AG.LND.CREL.HA","","1128000","1005704","956302","1047914","1036059","1118522","1245684","1158217","1205480","1220097","1228181","1036818","1097395","1202046","1184672","1177179","1170970","1145708","1102462","1268193","1294150","1248774","1164899","1235500","1251979","1230814","1271807","1465952.5","1389402","1325316","1192868","1115717","1197175","1604020","1358687","1615178","1525923","1205154","1392719","1496415","1396585","1303119","1332153","1362770","1341664","1493627","1289059","1438436","1606738","1658140.53","1516310.16","1464558.24","",
"Sao Tome and Principe","STP","Land under cereal production (hectares)","AG.LND.CREL.HA","","270","270","270","270","270","290","300","300","305","310","310","325","340","350","360","330","330","330","300","300","330","330","400","450","480","600","750","850","1000","1400","1700","1800","2033","1900","1800","2000","1800","700","679","1000","1150","1210","1220","1235","1240","1100","1300","1300","1300","1200","1300","1300","",
"Suriname","SUR","Land under cereal production (hectares)","AG.LND.CREL.HA","","26340","27730","27948","30913","33838","29624","34016","35576","32686","39261","40279","37549","45134","44473","47646","48494","49810","55340","59013","65139","71028","72706","73465","74992","75043","75313","71295","69661","69967","52132","60168","68835","58770","55169","60185","61830","53555","50185","48493","42016","50816","40081","52453","49044","45585","44252","42105","43666","54502","53568","56944","55014","",
"Slovak Republic","SVK","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","836593","860210","848276","827814","850444","859807","733837","813429","835245","820421","794515","818331","794634","736964","784433","799375","769430","700224","739546","745521","",
"Slovenia","SVN","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112463","111997","105364","102095","100489","96802","96430","92549","103468","105516","100414","100255","100729","96461","97137","100083","106573","101831","95666","95887","100805","",
"Sweden","SWE","Land under cereal production (hectares)","AG.LND.CREL.HA","","1383378","1373709","1378086","1379055","1393007","1377911","1395251","1445593","1486969","1539265","1526409","1524870","1530306","1548414","1529855","1585361","1598264","1551823","1516953","1508788","1488238","1509809","1479999","1535382","1489500","1487000","1353240","1288380","1269920","1285220","1148597","1119160","1101400","1149108","1099201","1216724","1268680","1282813","1153160","1228922","1174253","1129270","1153890","1125672","1023976","961840","981900","1077700","1032100","951850","986220","992000","",
"Swaziland","SWZ","Land under cereal production (hectares)","AG.LND.CREL.HA","","106902","104139","84012","83290","83507","97312","103299","107470","110564","112262","71851","74080","82959","80018","71254","72110","57209","57209","75732","75733","58822","62007","46126","85606","87228","72740","80845","106843","94572","85651","60053","61498","61908","67565","70125","68653","73020","62801","76840","69896","59002","69244","69022","55552","57546","47903","48431","61529","53771","56235","69207","71235","",
"Sint Maarten (Dutch part)","SXM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Land under cereal production (hectares)","AG.LND.CREL.HA","","2161829","2268047","2478681","2349417","2001153","1275734","1944724","1625577","1931088","2551385","1934659","2039861","2470303","2319546","2786752","2840392","2632432","2665306","2619295","2734701","2676133","2882717","2879931","2471315","2719482","2713741","2823735","3011928","4196100","4134422","3565836","3712601","3617766","3509757","3668022","3232309","3394868","3325345","3078578","3058195","3049377","2975861","3115150","3186202","3290415","3147586","3088482","2993982","2774850","3166445","2875119","2947235","",
"Turks and Caicos Islands","TCA","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Land under cereal production (hectares)","AG.LND.CREL.HA","","1275850","1277450","1252300","1212024","1214842","1068544","1084300","1077780","983533","958400","1045708","1005090","912800","919800","1020981","1155128","1183800","1243000","1118000","1048000","556000","581344","860635","704640","1129349","1086801","989599","1100319","1123227","1075428","1312746","1337553","1231725","1573818","1549514","1459652","1693957","1889207","1857717","1759894","2081892","1807131","2047000","1807113","2433082","2552662","2584000","2486704","2516339","2549800","2010870","2705000","",
"Togo","TGO","Land under cereal production (hectares)","AG.LND.CREL.HA","","373973","388664","427890","453100","524855","647800","533743","428552","322000","397011","385290","290500","325030","266655","273280","281600","306000","356800","383200","465000","399530","354900","389400","492800","441058","464532","510490","597000","616400","648006","609500","573150","721432","793232","696140","846231","762596","747243","715842","699716","708237","708594","699168","729829","735748","783163","782496","817193","853985","880827","863116","898800","",
"Thailand","THA","Land under cereal production (hectares)","AG.LND.CREL.HA","","6427204","6870641","6897698","6860640","6862581","8008240","7019560","7576759","7974893","7639240","8123480","7764720","8878000","8590640","9737720","9422400","9883153","10405794","10244661","10785702","10845041","10491858","11431549","11660448","12051539","11201914","10673443","11876093","11778072","10536438","10657182","10586626","10385767","10519979","10533831","10747027","11242948","11018295","11295542","11228225","11455364","10941653","11434191","11270441","11463243","11319757","11854091","11922745","12447941","13495443","12958216","13888150","",
"Tajikistan","TJK","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273460","275472","244591","264600","372924","425697","397173","383936","415790","341685","363922","412366","400077","417165","413620","371533","424794","448764","443519.3","410754","439990","",
"Turkmenistan","TKM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331290","432300","429000","648000","661000","640000","595000","690000","825000","790000","842500","963000","950000","1043351","1061000","970300","1005000","984216","819956","770020","820000","",
"Timor-Leste","TLS","Land under cereal production (hectares)","AG.LND.CREL.HA","","24400","29000","27100","24300","20745","22087","24700","23500","21000","23100","17800","17500","20900","24000","30000","35000","41000","50000","57000","63000","59000","62500","65000","66928","69673","70572","69739","63675","62036","82559","90917","77751","76924","78116","74222","77798","76975","45720","66867","72000","91764","88396","93950","75000","98000","116000","103400","125068","110338","106802.87","57260","111000","",
"Tonga","TON","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Land under cereal production (hectares)","AG.LND.CREL.HA","","5340","5585","5475","5370","5060","4950","4730","4580","4265","4096","4687","5337","5220","7441","9264","8598","8457","5929","6233","3974","2021","2083","2021","2812","2951","3081","3750","3850","5850","5085","5955","7100","6500","6323","4224","6618","4011","4100","2600","2570","1820","2600","1750","2200","2050","2000","2350","2260","2100","2126","1740","1800","",
"Tunisia","TUN","Land under cereal production (hectares)","AG.LND.CREL.HA","","1125063","1116346","1592000","1437000","1545000","1173000","1103800","1159000","954400","1272700","1170700","1360000","1367100","1362300","1364500","1469000","1235100","1436700","1640800","1307200","1298800","1183100","1631400","1469400","1934000","1031000","1662000","480900","1019900","1445789","1661406","1469900","1604650","765400","582282","2005827","1159429","1262236","1492375","1134006","812934","441552","1297833","1654901","1487349","1317673","1255857","833705","1363740","652970","1368349","1377200","",
"Turkey","TUR","Land under cereal production (hectares)","AG.LND.CREL.HA","","12865300","12965000","13016700","12930000","12960000","12973750","13013600","13131500","13304450","13159450","13292700","13043800","12687975","13187320","13606050","13547370","13574950","13352750","13696200","13163000","13638000","13421685","13322299","13350004","13719650","13747458","13699650","13729100","13488604","13640120","13908596","13731104","14079449","14132450","13805470","13935230","13962473","14065400","13919510","13954138","13901355","13777950","13406000","13840335","13885155","13037271","12396858","11982348","12061799","12095807","11899920","11289261","",
"Tuvalu","TUV","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Land under cereal production (hectares)","AG.LND.CREL.HA","","1260100","1241100","1437150","1408250","1401160","1771160","1651350","1695350","1701150","1748150","1736508","1796602","1741245","1800000","2032000","2368000","2623500","2752000","2767000","2901800","2834200","2103220","2209160","2472780","2650260","3353760","3166190","3003270","3213620","2628757","3126575","3253594","3190865","2563493","2735764","3073887","3059789","3735134","2268367","2514646","2217769","3348859","4786317","4893210","4896810","4270825","4355780","5776535","5229954","5244863","5693740","6169134","",
"Uganda","UGA","Land under cereal production (hectares)","AG.LND.CREL.HA","","992094","998093","984982","1043983","1161700","1178424","1185086","1203000","1370000","1212621","1331000","1250900","1249800","1286300","1294800","1380994","1262676","1277200","787000","723000","746000","835000","865000","906000","796853","895624","854620","972000","1079083","1055000","1098949","1139000","1220000","1295000","1292000","1318000","1334000","1366000","1333000","1372000","1407000","1445000","1495000","1549000","1605000","1679000","1725000","1522000","1572000","1653000","1702000","1748000","",
"Ukraine","UKR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12542313","12981000","12077700","12880700","11664800","13811700","12218100","11959200","12203600","14262852","13817900","10633600","14409100","14204100","13803100","13112300","15123400","15114800","14184500","14985200","14411600","",
"Upper middle income","UMC","Land under cereal production (hectares)","AG.LND.CREL.HA","","174383805","173284748","178937605","183140287","183058814","186572421","186992528","187753480","188550838","189975828","195351980","196638526","194010712","196772551","201479003","205666242","199992395","200198230","198165474","198699366","199712171","198159268","198548315","197533627","198022553","198585641","199304439","196618720","196964917","195974948","198257329","225861767","221281185","218455784","214898868","220075189","215112280","210777381","206090903","202445610","204796772","201432524","199441111","205642899","205179983.8","201837136","209040315","205337406.7","209719825.5","212071387.16","214305082.3","217400812.46","",
"Uruguay","URY","Land under cereal production (hectares)","AG.LND.CREL.HA","","873465","816183","751016","843744","922903","814721","598729","893847","807290","758691","730278","538106","770491","850469","838851","884290","686104","622719","622343","551803","667965","523037","577940","553590","558337","479865","486047","513101","566841","514422","443794","569815","601593","510162","567998","675241","668300","570871","563089","473581","513914","483834","467523","587066","516900","594250","648133","910677","1042085","784789","764864","792021","",
"United States","USA","Land under cereal production (hectares)","AG.LND.CREL.HA","","64869558","60548008","62420208","60977008","60379266","61141626","65847777","63042026","59258754","59229150","63782293","58369291","64531443","68262068","72020441","73082438","72223053","67303432","68371362","71550444","77733138","76214787","58729146","71957016","72873500","67107716","59233504","55714416","63533008","65700000","62079402","65850779","60222699","63972605","59766110","64855617","63773738","61564360","58530201","58526107","55161186","53561111","57808614","56778332","56803359","52863122","61918861","60958087","57955652","57483119","56733034","60272490","",
"Uzbekistan","UZB","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1225310","1302100","1570400","1665300","1753200","1917594","1752669","1710100","1606700","1389200","1533700","1794000","1665400","1615890","1612970","1534100","1541500","1586500","1635300","1491100","1584400","",
"St. Vincent and the Grenadines","VCT","Land under cereal production (hectares)","AG.LND.CREL.HA","","100","100","100","100","100","120","125","125","135","135","135","142","140","140","140","140","140","140","150","160","170","180","185","190","200","250","300","505","605","704","600","723","761","823","824","300","359","600","250","40","35","35","40","45","43","70","55","55","40","31","25","33","",
"Venezuela, RB","VEN","Land under cereal production (hectares)","AG.LND.CREL.HA","","449443","553440","502522","536912","570859","584300","740236","752529","766311","722679","704175","536879","559556","609661","665145","483027","819470","767044","847865","808402","785243","753539","672173","703251","897874","1155845","1212636","1170050","824651","753854","879354","763137","720927","766151","816464","742111","783249","690707","673294","908966","943518","807146","971075","1083455","1069831","1184704","1115701","1237064","979691","1134473","1137331","1185700","",
"Virgin Islands (U.S.)","VIR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Land under cereal production (hectares)","AG.LND.CREL.HA","","5004200","5150880","4769270","5244800","5103700","4948800","5025800","5132800","5172000","4958100","4928200","5135500","5270000","5361920","5123000","5633900","5871600","5855000","5859500","5989800","6036500","6093100","5990000","6061500","6115600","6104000","6008700","6251300","6420600","6474600","6750300","6953400","7055900","7133300","7322400","7619000","7762600","8012400","8347300","8398412","8224072","8322594","8366800","8437800","8383400","8359495","8305085","8842030","8528027","8617434.82","8778345.06","8873083.5","",
"Vanuatu","VUT","Land under cereal production (hectares)","AG.LND.CREL.HA","","700","700","700","700","700","700","750","800","800","850","900","950","1000","1000","1100","1200","1200","1200","1200","1250","1250","1250","1250","1250","1270","1300","1300","1300","1300","1370","1315","1363","1189","1145","1306","1466","1693","1458","1672","1956","1781","1902","1337","1667","1794","1400","1450","1500","1497","1330","1402","1400","",
"West Bank and Gaza","PSE","Land under cereal production (hectares)","AG.LND.CREL.HA","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12598","15075","31740","31680","33760","21598","31054","31467","33718","33143","32330","32601","32289","31564","33903","33182","14394","15569","16225","",
"World","WLD","Land under cereal production (hectares)","AG.LND.CREL.HA","","522089578","524395860","532152385","539601802","538309176","543004956","555375181","559899317","561131794","553743446","566387364","555245574","571834655","572018201","581267401","592447904","586697745","584525969","578387893","588541236","599884982","589605039","583107355","595284941","602032148","600878647","582099122","587273733.5","600284665","597684583","594280192","706591106","696837688","695290020","686428619","703782994","700107818","680743469","670953186","673012542","673110253","660433311","671403934","678067129.5","690718397.4","678987394.6","697176592.5","712263557.7","699181403.4","692737493.7","707319229.99","703114467.2","",
"Samoa","WSM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Land under cereal production (hectares)","AG.LND.CREL.HA","","1199277","1233668","1267863","1291962","1287314","1181900","1146200","1126500","1100918","1082721","1095606","1040762","1099346","1098298","1261749","1264416","995783","855500","903700","851000","841386","897051","894871","901122","861000","871124","851850","868320","859791","844845","639806","730007","751685","734679","733195","704206","721619","770242","624315","619583","657871","593068","532293","685491","788486","869920","1009233","760009","677725","927303","798619","861030","",
"South Africa","ZAF","Land under cereal production (hectares)","AG.LND.CREL.HA","","6092600","6207500","6612300","6389300","6412300","6120300","6877300","6961300","6772300","6855800","7360800","7497800","6419660","7239600","7115150","7382900","7022050","6798620","6959520","6631630","6717500","7087000","6950000","7314000","7019500","7355500","7427500","7262900","6722900","6156932","5677879","5352007","5929403","6184110","5279370","5476887","5820816","4683413","4582833","5272460","4415933","4706193","4657408","4321204","4277873","2989330","3404275","3776493","3303386","3548001","3210412","4057850","",
"Congo, Dem. Rep.","COD","Land under cereal production (hectares)","AG.LND.CREL.HA","","719700","701700","660300","662700","693909","766207","797745","920806","908800","916343","926372","939813","961069","988829","1015151","1037000","1055000","1057500","1087400","1113100","1144000","1176800","1212300","1244200","1427330","1510170","1528440","1670030","1764270","1863672","1818322","1921068","2033539","2092101","1931384","1993643","1910572","1999220","2023140","1998412","1965532","1969550","1971816","1972719","1973993","1975204","1976390","1977495","1978735","1980367","2272807","2304100","",
"Zambia","ZMB","Land under cereal production (hectares)","AG.LND.CREL.HA","","932380","934554","957356","980145","991094","1016041","1027120","1048636","1073112","1101213","1216205","1370810","1225000","1277501","1232834","1268036","1153785","970400","612200","627910","544245","507570","595308","561740","647232","683064","719168","836443","1145180","894616","746409","797784","762701","838045","653791","822749","804559","658526","757873","718116","676850","531950","801700","759524","560549","883238","681175","638265","1061383","1220949","1231127","1185476","",
"Zimbabwe","ZWE","Land under cereal production (hectares)","AG.LND.CREL.HA","","1377015","1352412","1253451","1253793","1218923","1293393","1468786","1220540","1688981","1527059","1633701","1652197","1346668","1703445","1614969","1668311","1388492","1540200","1325811","1679063","1895556","1937085","1896567","1796277","1830328","1828580","1765497","1936990","1692875","1576058","1547963","1168509","1697030","1935023","1814615","2054659","2161291","1658587","1822948","1793790","1591581","1661795","1654579","2016836","2138202","2289312","1949453","2235440","2089405","1900766","1942483","1441245","",
